title,make,model,year,condition,transmission,price
Toyota Venza 2024 Black,Toyota,Venza,2024,foreign used,automatic,"₦ 49,000,000"
Lexus LX 570 AWD 2016 Gray,Lexus,LX 570,2016,local used,automatic,"₦ 68,000,000"
Mazda CX-9 2008 Black,Mazda,CX-9,2008,local used,automatic,"₦ 4,580,000"
Toyota Sienna 1999 Gold,Toyota,Sienna,1999,local used,automatic,"₦ 3,580,000"
Toyota Corolla 2014 Gray,Toyota,Corolla,2014,local used,automatic,"₦ 9,200,000"
Lexus RX 2013 Silver,Lexus,RX,2013,foreign used,automatic,"₦ 23,200,000"
Nissan Altima 2.5 S 4dr Sedan (2.5L 4cyl CVT) 2014 White,Nissan,Altima 2,2014,foreign used,automatic,"₦ 9,000,000"
Nissan 350Z 2005 Blue,Nissan,350Z,2005,local used,automatic,"₦ 13,500,000"
Mercedes-Benz M Class ML 350 4Matic 2010 Blue,Mercedes-Benz,M Class,2010,foreign used,automatic,"₦ 13,900,000"
Chevrolet Trax 2015 White,Chevrolet,Trax,2015,foreign used,automatic,"₦ 16,390,000"
Toyota 4-Runner 2011 Black,Toyota,4-Runner,2011,local used,automatic,"₦ 24,500,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,local used,automatic,"₦ 10,350,000"
Toyota Camry 2002 Red,Toyota,Camry,2002,local used,automatic,"₦ 2,400,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2011 Gray,Toyota,Corolla S,2011,foreign used,automatic,"₦ 9,500,000"
Lexus LX 570 AWD 2021 White,Lexus,LX 570,2021,local used,automatic,"₦ 114,000,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2015 Gray,Toyota,RAV4 Limited,2015,foreign used,automatic,"₦ 21,000,000"
Toyota Corolla 2020 Gray,Toyota,Corolla,2020,foreign used,automatic,"₦ 19,500,000"
Land Rover Range Rover Evoque 2015 White,Land,Rover Range,2015,foreign used,automatic,"₦ 20,000,000"
New Toyota Camry XSE 2025 Black,New,Toyota Camry,2025,brand new,automatic,"₦ 99,000,000"
Hyundai Sonata 2011 Red,Hyundai,Sonata,2011,local used,automatic,"₦ 7,700,000"
Kia Rio 2014 Gray,Kia,Rio,2014,local used,manual,"₦ 3,580,000"
Peugeot 206 2005 Silver,Peugeot,206,2005,local used,manual,"₦ 3,280,000"
Toyota Corolla 2015 Black,Toyota,Corolla,2015,local used,automatic,"₦ 9,700,000"
Toyota Hilux 2019 Black,Toyota,Hilux,2019,local used,automatic,"₦ 59,000,000"
Honda Jazz 2009 Red,Honda,Jazz,2009,local used,automatic,"₦ 5,500,000"
Ford Focus Wagon 2001 Silver,Ford,Focus Wagon,2001,local used,manual,"₦ 1,950,000"
Kia Sorento 2015 Gray,Kia,Sorento,2015,local used,automatic,"₦ 8,200,000"
Land Rover Range Rover Vogue 2014 Black,Land,Rover Range,2014,local used,automatic,"₦ 27,000,000"
Lexus LX LX 700h 2025 Black,Lexus,LX LX,2025,foreign used,automatic,"₦ 350,000,000"
BMW X6 2016 Gray,BMW,X6,2016,local used,automatic,"₦ 30,000,000"
Toyota Sienna 2015 Black,Toyota,Sienna,2015,local used,automatic,"₦ 11,350,000"
Car 2020 White,Car,,2020,foreign used,automatic,"₦ 30,000,000"
Toyota Camry SE V6 4dr Sedan (3.0L 6cyl 4A) 2003 Blue,Toyota,Camry SE,2003,local used,automatic,"₦ 4,400,000"
Toyota Avalon XLE Sedar FWD (3.5L 6cyl 6A) 2013 Black,Toyota,Avalon XLE,2013,foreign used,automatic,"₦ 20,000,000"
Lexus ES 350 FWD 2013 White,Lexus,ES 350,2013,foreign used,automatic,"₦ 19,999,999"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 225,000,000"
Toyota Tundra Automatic 2003 Gray,Toyota,Tundra Automatic,2003,local used,automatic,"₦ 4,900,000"
Nissan Rogue S 2008 Silver,Nissan,Rogue S,2008,local used,automatic,"₦ 5,950,000"
Ford Focus 2012 Gray,Ford,Focus,2012,local used,automatic,"₦ 4,950,000"
Hyundai Tucson 2012 Gray,Hyundai,Tucson,2012,foreign used,automatic,"₦ 9,900,000"
Toyota Venza 2010 Gray,Toyota,Venza,2010,local used,automatic,"₦ 9,400,000"
New Infiniti QX80 2025 Black,New,Infiniti QX80,2025,brand new,automatic,"₦ 320,000,000"
Ford Fusion 2017 Black,Ford,Fusion,2017,foreign used,automatic,"₦ 16,200,000"
Lexus RX 2023 Black,Lexus,RX,2023,foreign used,automatic,"₦ 102,000,000"
Lamborghini Urus 2021 Black,Lamborghini,Urus,2021,foreign used,automatic,"₦ 340,000,000"
Mercedes-Benz C300 2011 Black,Mercedes-Benz,C300,2011,foreign used,automatic,"₦ 15,500,000"
Pontiac Vibe AWD 2006 Brown,Pontiac,Vibe AWD,2006,local used,automatic,"₦ 5,300,000"
Toyota Land Cruiser 2017 Black,Toyota,Land Cruiser,2017,local used,automatic,"₦ 79,500,000"
Lexus ES 2013 Gray,Lexus,ES,2013,local used,automatic,"₦ 13,750,000"
GAC GS8 2020 Black,GAC,GS8,2020,foreign used,automatic,"₦ 36,000,000"
Toyota Corolla 2014 Blue,Toyota,Corolla,2014,foreign used,automatic,"₦ 15,500,000"
Lexus RX 350 AWD 2009 Silver,Lexus,RX 350,2009,foreign used,automatic,"₦ 12,500,000"
Ford F-150 2015 Black,Ford,F-150,2015,foreign used,automatic,"₦ 28,500,000"
Toyota Venza 2009 White,Toyota,Venza,2009,local used,automatic,"₦ 10,900,000"
Mercedes-Benz Brabus G 800 2013 Black,Mercedes-Benz,Brabus G,2013,foreign used,automatic,"₦ 335,000,000"
New Rolls-Royce Cullinan 2026 Black,New,Rolls-Royce Cullinan,2026,brand new,automatic,"₦ 172,000,000"
Lexus RX 330 2006 Gray,Lexus,RX 330,2006,local used,automatic,"₦ 4,950,000"
Toyota Camry 2018 Silver,Toyota,Camry,2018,local used,automatic,"₦ 15,900,000"
Toyota Corolla Hatchback 2019 Blue,Toyota,Corolla Hatchback,2019,local used,automatic,"₦ 24,450,000"
Land Rover Range Rover Vogue 2023 Gray,Land,Rover Range,2023,local used,automatic,"₦ 190,000,000"
Land Rover Range Rover Velar 2020 Black,Land,Rover Range,2020,foreign used,automatic,"₦ 45,000,000"
Lexus GX 460 2012 Gold,Lexus,GX 460,2012,foreign used,automatic,"₦ 34,500,000"
Toyota Matrix 2010 Orange,Toyota,Matrix,2010,local used,automatic,"₦ 6,850,000"
Toyota Land Cruiser 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 87,000,000"
Toyota Land Cruiser Prado 2020,Toyota,Land Cruiser,2020,local used,automatic,"₦ 68,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 White,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 23,800,000"
Jeep Wrangler 2011 Silver,Jeep,Wrangler,2011,foreign used,automatic,"₦ 29,000,000"
Nissan Rogue S 2009 Blue,Nissan,Rogue S,2009,local used,automatic,"₦ 5,700,000"
Toyota Land Cruiser Prado 2022 Green,Toyota,Land Cruiser,2022,local used,automatic,"₦ 14,900,000"
Toyota Corolla 2003 Gray,Toyota,Corolla,2003,local used,automatic,"₦ 4,000,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 3,880,000"
Mercedes-Benz GLE-Class GLE 350 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 34,000,000"
Lexus LX 2017 Gray,Lexus,LX,2017,local used,automatic,"₦ 70,000,000"
Mercedes-Benz C43 2024 White,Mercedes-Benz,C43,2024,foreign used,automatic,"₦ 94,000,000"
Mercedes-Benz GLK-Class 2011 Silver,Mercedes-Benz,GLK-Class,2011,foreign used,automatic,"₦ 15,000,000"
Hyundai Santa Fe 2017 Black,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 19,500,000"
Toyota Hilux 2017 White,Toyota,Hilux,2017,foreign used,automatic,"₦ 61,000,000"
BMW M6 2016 Green,BMW,M6,2016,foreign used,automatic,"₦ 16,740,000"
Lexus IS 250 2008 Gray,Lexus,IS 250,2008,local used,automatic,"₦ 7,500,000"
Toyota Highlander 2008 Black,Toyota,Highlander,2008,local used,automatic,"₦ 6,950,000"
Lexus GX 2015 Black,Lexus,GX,2015,foreign used,automatic,"₦ 36,000,000"
Lexus ES 350 2007 White,Lexus,ES 350,2007,local used,automatic,"₦ 4,500,000"
New Jetour T2 i-DM 2025 White,New,Jetour T2,2025,brand new,automatic,"₦ 69,500,000"
Pontiac Vibe Automatic 2004 Gray,Pontiac,Vibe Automatic,2004,local used,automatic,"₦ 4,500,000"
Toyota Camry 2010 Blue,Toyota,Camry,2010,local used,automatic,"₦ 4,980,000"
Mercedes-Benz S-Class S 500 4MATIC 2024 Black,Mercedes-Benz,S-Class S,2024,foreign used,automatic,"₦ 170,000,000"
Lexus RX 350L 4WD 2020 White,Lexus,RX 350L,2020,foreign used,automatic,"₦ 78,500,000"
Hyundai Santa Fe SE AWD 2016 Black,Hyundai,Santa Fe,2016,foreign used,automatic,"₦ 23,000,000"
Mercedes-Benz E400 2015 Black,Mercedes-Benz,E400,2015,local used,automatic,"₦ 17,000,000"
Kia Morning 2012 White,Kia,Morning,2012,local used,automatic,"₦ 5,850,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 5,600,000"
Honda CR-V 2008 Black,Honda,CR-V,2008,local used,automatic,"₦ 4,800,000"
Toyota Corolla 2009 Black,Toyota,Corolla,2009,foreign used,automatic,"₦ 9,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Gray,Toyota,Camry LE,2007,foreign used,automatic,"₦ 8,900,000"
Toyota Highlander Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A) 2014,Toyota,Highlander Limited,2014,local used,automatic,"₦ 12,500,000"
Toyota Sienna 2016 Silver,Toyota,Sienna,2016,foreign used,automatic,"₦ 22,000,000"
Honda CR-V 2012 Brown,Honda,CR-V,2012,local used,automatic,"₦ 7,700,000"
Toyota Matrix XR Hatchback AWD (1.8L 4cyl 4A) 2005 Black,Toyota,Matrix XR,2005,local used,automatic,"₦ 5,750,000"
Toyota RAV4 LE 2021 Red,Toyota,RAV4 LE,2021,foreign used,automatic,"₦ 32,500,000"
Mercedes-Benz GLE-Class GLE 350 2017 Gray,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 42,500,000"
Honda Accord 2.4 Exec Automatic 2007 Blue,Honda,Accord 2,2007,local used,automatic,"₦ 2,600,000"
Lexus RX 2008 Silver,Lexus,RX,2008,local used,automatic,"₦ 7,000,000"
Mercedes-Benz SLK-Class 2016 Silver,Mercedes-Benz,SLK-Class,2016,foreign used,automatic,"₦ 27,000,000"
Mercedes-Benz E230 1995 Black,Mercedes-Benz,E230,1995,local used,manual,"₦ 3,000,000"
Toyota Camry 2003 Gold,Toyota,Camry,2003,local used,automatic,"₦ 4,300,000"
Toyota Corolla 2006 Silver,Toyota,Corolla,2006,foreign used,automatic,"₦ 4,680,000"
Mitsubishi L200 2013 White,Mitsubishi,L200,2013,local used,manual,"₦ 4,900,000"
Toyota Highlander 2008 Black,Toyota,Highlander,2008,local used,automatic,"₦ 13,500,000"
Honda Civic 2010 Silver,Honda,Civic,2010,local used,automatic,"₦ 4,800,000"
Mercedes-Benz S-Class 2026 White,Mercedes-Benz,S-Class,2026,foreign used,automatic,"₦ 210,000,000"
Toyota Camry XLE 4dr Sedan (3.5L 6cyl 6A) 2015 Black,Toyota,Camry XLE,2015,foreign used,automatic,"₦ 16,800,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,Toyota,Highlander XLE,2017,foreign used,automatic,"₦ 32,500,000"
Toyota Land Cruiser 2010 Black,Toyota,Land Cruiser,2010,local used,automatic,"₦ 23,000,000"
Hummer H1 2006,Hummer,H1,2006,foreign used,automatic,"₦ 18,000,000"
Mercedes-Benz C450 2016 Black,Mercedes-Benz,C450,2016,foreign used,automatic,"₦ 31,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2021 Black,Mercedes-Benz,GLE-Class GLE,2021,foreign used,automatic,"₦ 34,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 Red,Toyota,RAV4 Limited,2015,local used,automatic,"₦ 13,900,000"
Chevrolet Suburban 2021 Gray,Chevrolet,Suburban,2021,foreign used,automatic,"₦ 120,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 21,000,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,foreign used,automatic,"₦ 13,900,000"
Toyota Corolla 2015 Black,Toyota,Corolla,2015,foreign used,automatic,"₦ 13,000,000"
Toyota Corolla S Plus 4dr Sedan (1.8L 4cyl CVT) 2014 Gray,Toyota,Corolla S,2014,foreign used,automatic,"₦ 15,000,000"
Mitsubishi L200 2014 Black,Mitsubishi,L200,2014,local used,manual,"₦ 14,500,000"
Lexus ES 330 2005 Black,Lexus,ES 330,2005,local used,automatic,"₦ 3,500,000"
Lexus GX 2015 White,Lexus,GX,2015,local used,automatic,"₦ 24,500,000"
Lexus RX 350 2008 Black,Lexus,RX 350,2008,local used,automatic,"₦ 4,500,000"
Mercedes-Benz GL-Class GL 450 2012 Black,Mercedes-Benz,GL-Class GL,2012,local used,automatic,"₦ 9,900,000"
Toyota Corolla 2018 Black,Toyota,Corolla,2018,foreign used,automatic,"₦ 19,900,000"
Toyota Venza 2009 Brown,Toyota,Venza,2009,local used,automatic,"₦ 11,500,000"
Toyota 4-Runner 2006 Silver,Toyota,4-Runner,2006,local used,automatic,"₦ 7,500,000"
Toyota Land Cruiser 2025 Black,Toyota,Land Cruiser,2025,local used,automatic,"₦ 165,000,000"
Lexus ES 2014 White,Lexus,ES,2014,foreign used,automatic,"₦ 21,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.0L 6cyl 7A) 2011 Gray,Mercedes-Benz,C300 Sport,2011,foreign used,automatic,"₦ 12,500,000"
Hyundai Sonata 2009 Silver,Hyundai,Sonata,2009,local used,automatic,"₦ 3,700,000"
Honda Accord 2008 Gold,Honda,Accord,2008,local used,automatic,"₦ 4,950,000"
IVM G40 2020 Red,IVM,G40,2020,local used,automatic,"₦ 30,000,000"
Mercedes-Benz E350 2012 Gold,Mercedes-Benz,E350,2012,foreign used,automatic,"₦ 13,250,000"
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 34,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 White,Toyota,Camry SE,2013,foreign used,automatic,"₦ 11,650,000"
Toyota Highlander 4x4 2005 White,Toyota,Highlander 4x4,2005,local used,automatic,"₦ 5,700,000"
Lexus GX 460 Luxury 2016 White,Lexus,GX 460,2016,foreign used,automatic,"₦ 41,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 23,000,000"
Mercedes-Benz C300 2008 Black,Mercedes-Benz,C300,2008,foreign used,automatic,"₦ 9,000,000"
Toyota Highlander Limited 2012 Gray,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 20,000,000"
Hyundai Sonata 2016 Silver,Hyundai,Sonata,2016,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz M Class ML 350 4Matic 2011 Black,Mercedes-Benz,M Class,2011,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 Black,Mercedes-Benz,GLE-Class AMG,2022,foreign used,automatic,"₦ 150,000,000"
Mercedes-Benz GLA 250 2018 Blue,Mercedes-Benz,GLA 250,2018,foreign used,automatic,"₦ 29,000,000"
Toyota Sienna Limited 7 Passenger 2011 Gray,Toyota,Sienna Limited,2011,foreign used,automatic,"₦ 10,500,000"
New Lexus LX 2024 Black,New,Lexus LX,2024,brand new,automatic,"₦ 529,000,000"
Kia Rio 2012 Silver,Kia,Rio,2012,local used,manual,"₦ 2,980,000"
Toyota Corolla 2003 Silver,Toyota,Corolla,2003,local used,automatic,"₦ 3,700,000"
Toyota 4-Runner SR5 Premium 4WD 2023 White,Toyota,4-Runner SR5,2023,foreign used,automatic,"₦ 79,000,000"
Toyota Corolla 2019 Silver,Toyota,Corolla,2019,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Black,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 98,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Gold,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 147,000,000"
Toyota Corolla 2015 Gray,Toyota,Corolla,2015,foreign used,automatic,"₦ 13,900,000"
Mercedes-Benz GLC-Class GLC 300 4MATIC AWD 2025 White,Mercedes-Benz,GLC-Class GLC,2025,foreign used,automatic,"₦ 97,000,000"
Land Rover Range Rover Vogue 2015 Black,Land,Rover Range,2015,local used,automatic,"₦ 18,800,000"
Toyota Highlander SE 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,Toyota,Highlander SE,2017,foreign used,automatic,"₦ 32,000,000"
Toyota Highlander XLE 4dr SUV AWD (3.5L 6cyl 6A) 2015 Silver,Toyota,Highlander XLE,2015,local used,automatic,"₦ 22,500,000"
Mercedes-Benz C300 2016 White,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 29,000,000"
New Geely Emgrand X7 2024 Black,New,Geely Emgrand,2024,brand new,automatic,"₦ 69,000,000"
Hyundai Tucson SEL AWD 2020 Blue,Hyundai,Tucson SEL,2020,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 68,500,000"
Lexus IS 250 AWD 2006 Silver,Lexus,IS 250,2006,foreign used,automatic,"₦ 14,800,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 269,000,000"
Toyota Avensis Wagon 1.8 VVT-i 2000 Green,Toyota,Avensis Wagon,2000,local used,automatic,"₦ 2,880,000"
Toyota Corolla Verso 2004 Silver,Toyota,Corolla Verso,2004,local used,automatic,"₦ 4,000,000"
Mercedes-Benz S-Class S 450 4MATIC (W222) 2020 Black,Mercedes-Benz,S-Class S,2020,foreign used,automatic,"₦ 107,000,000"
Mercedes-Benz GLC-Class 2017 Blue,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 58,000,000"
Mercedes-Benz E350 2022 Black,Mercedes-Benz,E350,2022,foreign used,automatic,"₦ 79,500,000"
Dodge Charger 2019 Red,Dodge,Charger,2019,foreign used,automatic,"₦ 36,500,000"
Mercedes-Benz GL-Class 2013 Black,Mercedes-Benz,GL-Class,2013,local used,automatic,"₦ 17,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 26,500,000"
Land Rover Lr4 2015 Black,Land,Rover Lr4,2015,local used,automatic,"₦ 11,000,000"
Audi A8 L 6.3 Quattro 2012 Black,Audi,A8 L,2012,local used,automatic,"₦ 25,000,000"
Lexus IS 350 2009 Silver,Lexus,IS 350,2009,foreign used,automatic,"₦ 8,800,000"
Toyota Highlander 2010 Silver,Toyota,Highlander,2010,local used,automatic,"₦ 9,950,000"
Toyota Sienna 2010 Silver,Toyota,Sienna,2010,local used,automatic,"₦ 10,000,000"
Mercedes-Benz GLC-Class 2016 White,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz GLC-Class 2016 Gray,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 27,000,000"
Toyota Venza 2010 White,Toyota,Venza,2010,foreign used,automatic,"₦ 18,500,000"
Lexus RX 350 2016 Red,Lexus,RX 350,2016,foreign used,automatic,"₦ 48,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 White,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 34,800,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,local used,automatic,"₦ 6,700,000"
Hyundai Elantra 2014 Red,Hyundai,Elantra,2014,foreign used,automatic,"₦ 13,800,000"
Toyota Tundra Hybrid 2024 Blue,Toyota,Tundra Hybrid,2024,foreign used,automatic,"₦ 115,000,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 Brown,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 23,900,000"
Ford F-150 2012 Gray,Ford,F-150,2012,foreign used,automatic,"₦ 21,000,000"
Toyota Tundra 2023 Black,Toyota,Tundra,2023,local used,automatic,"₦ 195,000,000"
Mercedes-Benz 300E 1995 Gray,Mercedes-Benz,300E,1995,local used,automatic,"₦ 4,000,000"
BMW 740 2018 Blue,BMW,740,2018,foreign used,automatic,"₦ 55,600,000"
Mercedes-Benz GLC-Class AMG GLC 43 AWD 2024 Black,Mercedes-Benz,GLC-Class AMG,2024,foreign used,automatic,"₦ 195,000,000"
Mercedes-Benz GLE-Class GLE 580 4MATIC 2020 Black,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 118,000,000"
Porsche Panamera 4 2012 Black,Porsche,Panamera 4,2012,foreign used,automatic,"₦ 20,000,000"
Nissan 370Z 2017 Red,Nissan,370Z,2017,foreign used,manual,"₦ 45,000,000"
BMW X3 2008 White,BMW,X3,2008,local used,automatic,"₦ 5,950,000"
Toyota Hilux 2014 White,Toyota,Hilux,2014,local used,automatic,"₦ 26,900,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015,Toyota,Camry LE,2015,foreign used,automatic,"₦ 14,200,000"
Toyota Sienna 2014 Gray,Toyota,Sienna,2014,foreign used,automatic,"₦ 14,000,000"
Toyota Sienna 2013 Gray,Toyota,Sienna,2013,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz C300 2012 Black,Mercedes-Benz,C300,2012,foreign used,automatic,"₦ 11,500,000"
New Mercedes-Benz 500SE 2022 Black,New,Mercedes-Benz 500SE,2022,brand new,,"₦ 130,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,Mercedes-Benz,M Class,2012,foreign used,automatic,"₦ 25,500,000"
Lexus RX 2016 Black,Lexus,RX,2016,local used,automatic,"₦ 28,500,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 14,200,000"
Mercedes-Benz E300 2017 White,Mercedes-Benz,E300,2017,local used,automatic,"₦ 19,000,000"
Mercedes-Benz E350 2015,Mercedes-Benz,E350,2015,local used,automatic,"₦ 6,800,000"
Ford Explorer 2013 Silver,Ford,Explorer,2013,local used,automatic,"₦ 5,900,000"
Pontiac Vibe 2005,Pontiac,Vibe,2005,local used,automatic,"₦ 4,800,000"
Honda CR-V 2013 Gray,Honda,CR-V,2013,local used,automatic,"₦ 8,550,000"
Honda Pilot 2009 Gray,Honda,Pilot,2009,foreign used,automatic,"₦ 10,700,000"
Nissan Maxima 2002 Gold,Nissan,Maxima,2002,local used,automatic,"₦ 2,990,000"
Nissan Murano S 2005 Black,Nissan,Murano S,2005,local used,automatic,"₦ 2,980,000"
Lexus RX 2010 Red,Lexus,RX,2010,local used,automatic,"₦ 10,000,000"
Mercedes-Benz GLK-Class 2011 Black,Mercedes-Benz,GLK-Class,2011,local used,automatic,"₦ 12,500,000"
New Mercedes-Benz G-Class 2025 Black,New,Mercedes-Benz G-Class,2025,brand new,automatic,"₦ 548,000,000"
Toyota Highlander 2014 Gold,Toyota,Highlander,2014,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2024 Black,Mercedes-Benz,GLE-Class AMG,2024,foreign used,automatic,"₦ 250,000,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2021 Black,Mercedes-Benz,GLB-Class GLB,2021,foreign used,automatic,"₦ 68,500,000"
Mercedes-Benz GLC-Class 2018 Black,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 33,800,000"
Toyota Land Cruiser Prado 2016 Black,Toyota,Land Cruiser,2016,local used,automatic,"₦ 30,800,000"
BMW 535i 2012 Silver,BMW,535i,2012,foreign used,automatic,"₦ 8,075,000"
Toyota Yaris 1.5 Liftback 2008 Silver,Toyota,Yaris 1,2008,local used,automatic,"₦ 4,150,000"
Toyota Camry 2010 Red,Toyota,Camry,2010,local used,automatic,"₦ 6,650,000"
Hyundai Elantra 2013 White,Hyundai,Elantra,2013,local used,automatic,"₦ 6,750,000"
Jeep Wrangler Willys Sport 2021 Gray,Jeep,Wrangler Willys,2021,foreign used,automatic,"₦ 63,000,000"
Jeep Wrangler Sport 4x4 2020 Gray,Jeep,Wrangler Sport,2020,foreign used,automatic,"₦ 64,500,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2018 Black,Toyota,Highlander Limited,2018,foreign used,automatic,"₦ 29,000,000"
Honda CR-V 2003,Honda,CR-V,2003,local used,automatic,"₦ 2,800,000"
